name,binaryflag,mass,radius,period,semimajoraxis,eccentricity,periastron,longitude,ascendingnode,inclination,temperature,age,discoverymethod,discoveryyear,lastupdate,system_rightascension,system_declination,system_distance,hoststar_mass,hoststar_radius,hoststar_metallicity,hoststar_temperature,hoststar_age,list
Kepler-244 d,0,,0.21051,20.050401,,,,,,,,,transit,2014.0,14/02/26,19 08 58.2405,+42 18 04.9005,1104.52,0.91,0.803,,5554.0,,Confirmed planets
Kepler-244 c,0,,0.18682,9.767292,,,,,,,,,transit,2014.0,14/02/26,19 08 58.2405,+42 18 04.9005,1104.52,0.91,0.803,,5554.0,,Confirmed planets
Kepler-1057 b,0,,0.3,14.08827448,,,,,,,,,transit,2016.0,16/05/10,19 49 48.5165,+41 33 29.2497,1242.7,1.07,1.1,0.01,5987.0,,Confirmed planets
YBP1514 b,0,0.4,,5.118,,0.27,328.58,,,,,,RV,2014.0,18/03/23,08 51 00.766,+11 53 11.51,843.0,0.96,0.89,0.03,5725.0,4.0,"Confirmed planets, Planets in open clusters"
Kepler-54 b,0,,0.18864,8.01026,,,,,,,,,transit,2014.0,14/02/26,19 39 05.7418,+43 03 22.5980,499.51,0.514,0.554,,4252.0,,Confirmed planets
Kepler-54 c,0,,0.15948,12.072389,,,,,,,,,transit,2014.0,14/02/26,19 39 05.7418,+43 03 22.5980,499.51,0.514,0.554,,4252.0,,Confirmed planets
Kepler-54 d,0,,0.13943,20.995694,,,,,,,,,transit,2014.0,14/02/26,19 39 05.7418,+43 03 22.5980,499.51,0.514,0.554,,4252.0,,Confirmed planets
Kepler-482 b,0,,0.211,56.35418576,,,,,,,,,transit,2016.0,16/05/10,19 47 17.4850,+48 06 27.1931,315.906,0.75,0.72,-0.13,4871.0,,Confirmed planets
Kepler-183 c,0,,0.20687,11.637071,,,,,,,,,transit,2014.0,14/02/26,19 34 07.3975,+39 18 57.2233,1092.31,0.99,0.958,,5888.0,,Confirmed planets
Kepler-183 b,0,,0.18773,5.687945,,,,,,,,,transit,2014.0,14/02/26,19 34 07.3975,+39 18 57.2233,1092.31,0.99,0.958,,5888.0,,Confirmed planets
Kepler-750 b,0,,0.274,9.42887179,,,,,,,,,transit,2016.0,16/05/10,19 16 23.2473,+44 00 15.7659,1346.08,1.15,1.23,0.03,6160.0,,Confirmed planets
Kepler-750 c,0,,0.145,4.08899022,,,,,,,,,transit,2016.0,16/05/10,19 16 23.2473,+44 00 15.7659,1346.08,1.15,1.23,0.03,6160.0,,Confirmed planets
OGLE-2018-BLG-1126L b,0,0.056,0.393,,3.23,,,,,,,,microlensing,2022.0,23/10/15,17 53 25,-31 43 29,5700.0,0.69,,,,,Confirmed planets
HATS-36 b,0,2.79,1.263,4.1752379,0.0529,0.294,,,,87.57,,,transit,2017.0,17/06/29,19 25 54.8858,-23 12 10.0283,977.0,1.135,1.186,0.13,5970.0,3.4,Confirmed planets
Kepler-118 c,0,,0.69988,20.17202,,,,,,,,,transit,2014.0,14/02/26,19 56 51.1561,+41 25 29.5033,899.38,0.77,1.094,,5274.0,,Confirmed planets
Kepler-118 b,0,,0.17862,7.518496,,,,,,,,,transit,2014.0,14/02/26,19 56 51.1561,+41 25 29.5033,899.38,0.77,1.094,,5274.0,,Confirmed planets
Kepler-652 b,0,,0.222,4.18200253,,,,,,,,,transit,2016.0,16/05/10,19 12 01.9445,+46 28 24.7019,399.106,0.97,0.88,0.17,5490.0,,Confirmed planets
OGLE-2017-BLG-1434L b,0,0.0138,,,,,,,,,,,microlensing,2018.0,18/09/20,17 53 07.29,-30 14 44.6,860.0,0.234,,,,,Confirmed planets
NGTS-5 b,0,0.229,1.136,3.3569866,0.0382,0.0,,,,86.6,952.0,,transit,2019.0,19/05/07,14 44 13.9704,+05 36 19.4171,309.5,0.661,0.739,0.12,4987.0,,Confirmed planets
Kepler-1882 b,0,0.00886,0.133,13.78730011,0.1151,0.0,,,,83.09,894.0,,transit,2021.0,22/02/01,19 22 39,+43 29 59,443.371,1.07,1.46,0.26,5691.0,,Confirmed planets
EPIC 206317286 b,0,,0.086,1.58252,,,,,,,,,transit,2019.0,19/06/13,22 30 28.2226,-07 58 20.6494,317.2,0.71,,,,,Confirmed planets
WASP-186 b,0,4.22,1.11,5.026799,0.06,0.33,173.0,,,,,,transit,2020.0,20/12/17,01 15 58.8508,+21 37 01.0061,280.71,1.22,1.47,-0.08,6361.0,,Confirmed planets
Kepler-1921 b,0,0.0274,0.258,20.03479958,0.1557,0.0,,,,89.53,967.0,,transit,2021.0,22/02/01,20 01 16,+45 29 43,928.989,1.25,2.0,0.02,6120.0,,Confirmed planets
Kepler-1040 b,0,,0.186,201.1214,,,,,,,,,transit,2016.0,16/05/10,18 52 27.3084,+48 07 52.9333,488.9258,0.98,0.96,0.01,5694.0,,Confirmed planets
Kepler-1279 b,0,,0.156,23.4774101,,,,,,,,,transit,2016.0,16/05/10,19 12 22.9523,+40 21 57.5070,1561.52,1.21,1.33,0.06,6221.0,,Confirmed planets
HD 161178 b,0,0.57,,279.3,0.84,0.044,300.0,,,,,,RV,2021.0,21/12/16,17 37 08.00,+72 27 21.00,,,,,,,Confirmed planets
TOI-905 b,0,0.667,1.171,3.739494,0.04666,0.024,39.0,,,85.68,1192.0,,transit,2020.0,21/01/28,15 10 38.1656,-17 21 42,150.2,0.97,0.92,0.14,5570.0,,Confirmed planets
Kepler-756 b,0,,0.1,1.22486632,,,,,,,,,transit,2016.0,16/05/10,19 22 25.9087,+41 12 03.9359,,0.82,0.79,-0.19,5282.0,,Confirmed planets
Kapteyn b,0,0.015099,,48.616,0.168,0.21,80.4,,,,,,RV,2014.0,17/12/09,05 11 40.58112,-45 01 06.2899,3.911,0.281,0.291,-0.86,3550.0,11.0,Confirmed planets
Kapteyn c,0,0.02202,,121.54,0.311,0.23,,,,,,,RV,2014.0,17/12/09,05 11 40.58112,-45 01 06.2899,3.911,0.281,0.291,-0.86,3550.0,11.0,Confirmed planets
Kepler-301 b,0,,0.12303,2.508553,,,,,,,,,transit,2014.0,14/02/26,18 55 55.8990,+49 13 58.7124,734.49,0.97,0.9,,5815.0,,Confirmed planets
Kepler-301 d,0,,0.15948,13.751243,,,,,,,,,transit,2014.0,14/02/26,18 55 55.8990,+49 13 58.7124,734.49,0.97,0.9,,5815.0,,Confirmed planets
Kepler-301 c,0,,0.12303,5.419026,,,,,,,,,transit,2014.0,14/02/26,18 55 55.8990,+49 13 58.7124,734.49,0.97,0.9,,5815.0,,Confirmed planets
Kepler-287 c,0,,0.29708,44.851896,,,,,,,,,transit,2014.0,14/02/26,19 23 42.5932,+48 26 36.7155,1058.96,0.93,1.032,,5806.0,,Confirmed planets
Kepler-287 b,0,,0.21233,20.342199,,,,,,,,,transit,2014.0,14/02/26,19 23 42.5932,+48 26 36.7155,1058.96,0.93,1.032,,5806.0,,Confirmed planets
Kepler-1622 b,0,,0.131,10.8118737,,,,,,,,,transit,2016.0,16/05/10,19 49 18.9259,+47 48 55.6642,815.129,1.31,1.5,0.04,6436.0,,Confirmed planets
OGLE-2017-BLG-0114 b,0,,,,0.75,,,,,,,,microlensing,2021.0,21/08/31,17 21 58.00,-29 37 25.00,,,,,,,Confirmed planets
Kepler-364 c,0,,0.19593,59.980627,,,,,,,,,transit,2014.0,14/02/26,18 46 16.7905,+47 23 55.2507,872.59,1.2,1.284,,6108.0,,Confirmed planets
Kepler-364 b,0,,0.14125,25.745718,,,,,,,,,transit,2014.0,14/02/26,18 46 16.7905,+47 23 55.2507,872.59,1.2,1.284,,6108.0,,Confirmed planets
HD 40979 A b,2,3.28,,263.1,0.83,0.25,,,,,,,RV,2002.0,12/12/08,06 04 29,+44 15 37,33.3,1.1,1.21,0.194,,1.0,"Confirmed planets, Planets in binary systems, S-type"
K2-66 b,0,0.06702,0.222,5.06963,0.05983,0.0,,,,86.6,1372.0,,transit,2016.0,19/07/25,22 06 06.4020,-10 42 41.4243,520.43,1.11,1.67,-0.047,5887.0,,Confirmed planets
Kepler-1542 b,0,,0.068,3.95116882,,,,,,,,,transit,2016.0,16/05/10,19 02 54.8381,+42 39 16.3106,403.73,0.94,0.99,0.06,5564.0,,Confirmed planets
Kepler-1542 c,0,,0.058,2.89223021,,,,,,,,,transit,2016.0,16/05/10,19 02 54.8381,+42 39 16.3106,403.73,0.94,0.99,0.06,5564.0,,Confirmed planets
Kepler-1542 d,0,,0.078,5.99273738,,,,,,,,,transit,2016.0,16/05/10,19 02 54.8381,+42 39 16.3106,403.73,0.94,0.99,0.06,5564.0,,Confirmed planets
Kepler-1542 e,0,,0.068,5.10115756,,,,,,,,,transit,2016.0,16/05/10,19 02 54.8381,+42 39 16.3106,403.73,0.94,0.99,0.06,5564.0,,Confirmed planets
Kepler-823 b,0,,0.14,4.16809082,,,,,,,,,transit,2016.0,16/05/10,18 58 19.8121,+39 13 12.7349,1446.97,0.98,0.96,0.06,5643.0,,Confirmed planets
Kepler-405 c,0,,0.42467,29.726682,,,,,,,,,transit,2014.0,14/02/26,19 25 38.2718,+38 20 24.0619,1513.02,1.02,0.893,,5818.0,,Confirmed planets
Kepler-405 b,0,,0.18955,10.613839,,,,,,,,,transit,2014.0,14/02/26,19 25 38.2718,+38 20 24.0619,1513.02,1.02,0.893,,5818.0,,Confirmed planets
K2-354 b,0,0.00961,0.139,3.793306,,,,,,,543.0,,transit,2016.0,21/10/03,08 36 31,+10 08 50,91.722,0.43,0.41,-0.04,3669.0,,Confirmed planets
Kepler-518 b,0,,0.188,8.51203588,,,,,,,,,transit,2016.0,16/05/10,19 08 21.5984,+41 22 25.8609,341.204,0.96,0.88,-0.23,5842.0,,Confirmed planets
Kepler-1223 b,0,,0.109,16.301259,,,,,,,,,transit,2016.0,16/05/10,19 01 10.9780,+44 33 09.8121,466.114,0.8,0.75,0.04,4870.0,,Confirmed planets
Kepler-1270 b,0,,0.296,6.03356196,,,,,,,,,transit,2016.0,16/05/10,19 06 51.7599,+48 38 43.0668,1130.84,1.28,3.38,-0.02,5047.0,,Confirmed planets
TOI-2145 b,0,5.35,1.103,10.261081,0.1108,0.18,100.3,,,87.41,1484.0,,transit,2022.0,22/05/13,17 35 02.00,+40 41 42.00,124.6,1.72,2.738,0.245,6189.0,,Confirmed planets
Kepler-330 c,0,,0.1777,15.955387,,,,,,,,,transit,2014.0,14/02/26,19 13 47.3729,+44 48 06.1617,719.8,0.792,0.722,,5117.0,,Confirmed planets
Kepler-330 b,0,,0.12303,8.25978,,,,,,,,,transit,2014.0,14/02/26,19 13 47.3729,+44 48 06.1617,719.8,0.792,0.722,,5117.0,,Confirmed planets
Kepler-1473 b,0,,0.106,14.4273551,,,,,,,,,transit,2016.0,16/05/10,19 22 32.7843,+48 59 46.2496,664.761,1.09,1.09,-0.01,6046.0,,Confirmed planets
Kepler-1130 b,0,,0.071,5.45298175,,,,,,,,,transit,2016.0,16/05/10,19 00 49.7877,+45 23 03.6041,251.136,0.9,0.81,-0.06,5403.0,,Confirmed planets
HD 142245 b,0,1.9,,1299.0,2.77,0.0,,,,,292.8,,RV,2011.0,11/08/23,15 52 56.2802,+15 25 50.5399,109.0,1.69,5.2,0.23,4878.0,,Confirmed planets
Kepler-1977 b,0,0.0107,0.163,4.53702121,0.0486,0.0,,,,87.14,798.0,,transit,2023.0,23/10/15,19 22 28,+37 17 21,592.711,0.77,0.69,-0.06,4805.0,,Confirmed planets
EPIC 211822797 b,0,,0.196,21.169619,,0.18,0.0,,,89.5,,,transit,2016.0,18/03/23,08 41 38.4894,+17 38 24.0846,187.2,0.61,0.59,0.14,3880.0,0.79,"Confirmed planets, Planets in open clusters"
Gliese 3634 b,0,0.022,,2.64561,0.0287,0.08,,,,59.0,565.4,,RV,2011.0,11/02/07,10 58 35.0882,-31 08 38.2013,19.8,0.45,0.43,,3314.0,,Confirmed planets
KOI-1873.02,0,0.07046,0.2096,34.921,,,,,,,,,transit,2013.0,13/09/13,19 43 14.2299,+40 00 30.6331,1680.75,0.98,0.97,,6134.0,0.3,Confirmed planets
KOI-1873.01,0,0.10286,0.4921,71.312,,,,,,,,,transit,2013.0,13/09/13,19 43 14.2299,+40 00 30.6331,1680.75,0.98,0.97,,6134.0,0.3,Confirmed planets
MOA-2011-BLG-028L b,0,0.094,,,,,,,,,,,microlensing,2015.0,18/09/19,18 03 24.96,-29 12 48.3,7380.0,0.75,,,,,Confirmed planets
HAT-P-38 b,0,0.267,0.825,4.640382,0.0523,0.067,,,,88.3,987.0,,transit,2012.0,13/05/29,02 21 31.9802,+32 14 46.0908,249.0,0.886,0.923,0.06,5330.0,,Confirmed planets
Kepler-858 b,0,,0.434,76.13602028,,,,,,,,,transit,2016.0,16/05/10,19 15 23.6725,+51 12 32.5739,301.114,0.96,0.91,-0.04,5653.0,,Confirmed planets
Kepler-719 b,0,,0.76,5.00731778,,,,,,,,,transit,2016.0,16/05/10,19 42 08.6609,+43 53 04.0122,,0.99,0.98,-0.02,5777.0,,Confirmed planets
TOI-5704 b,0,0.033,0.288,3.771116,,,,,,88.94,949.07,,transit,2023.0,23/10/15,11 19 18,+44 59 21,89.637,0.73,0.76,0.428,4590.0,,Confirmed planets
Kepler-394 b,0,,0.14581,8.005013,,,,,,,,,transit,2014.0,14/02/26,19 45 12.4697,+50 40 20.3771,1422.08,1.17,1.132,,6402.0,,Confirmed planets
Kepler-394 c,0,,0.15128,12.130686,,,,,,,,,transit,2014.0,14/02/26,19 45 12.4697,+50 40 20.3771,1422.08,1.17,1.132,,6402.0,,Confirmed planets
HD 131399 Ab,1,4.0,,200883.21,80.0,0.35,,,,40.0,850.0,,imaging,2016.0,17/12/09,14 54 25.30919,-34 08 34.0412,98.0,,,,,,"Controversial, Planets in binary systems, P-type"
K2-55 b,0,,0.341,2.849258,0.03486,,,,,,,,transit,2016.0,16/07/18,22 15 00.4644,-17 15 02.5381,160.26,0.7,0.63,,4456.0,,Confirmed planets
HD 73526 b,0,2.35,,189.65,0.65,0.265,,,,,369.5,,RV,2002.0,14/03/03,08 37 16.4834,-41 19 08.7873,99.0,1.08,1.49,0.25,5590.0,5.59,Confirmed planets
HD 73526 c,0,2.19,,376.93,1.03,0.198,,,,,293.3,,RV,2006.0,14/03/03,08 37 16.4834,-41 19 08.7873,99.0,1.08,1.49,0.25,5590.0,5.59,Confirmed planets
Kepler-333 b,0,,0.12029,12.551158,,,,,,,,,transit,2014.0,14/02/26,19 29 08.6589,+40 54 48.9388,288.94,0.601,0.534,,4259.0,,Confirmed planets
Kepler-333 c,0,,0.10115,24.08821,,,,,,,,,transit,2014.0,14/02/26,19 29 08.6589,+40 54 48.9388,288.94,0.601,0.534,,4259.0,,Confirmed planets
Kepler-497 b,0,,0.539,3.57320367,,,,,,,,,transit,2016.0,16/05/10,19 23 03.8012,+38 55 40.6912,,1.09,1.11,0.24,5834.0,,Confirmed planets
K2-16 b,0,,0.18,7.6188,0.0667,,,,,87.97,658.0,,transit,2015.0,16/07/07,11 40 23.3403,+04 33 26.4165,338.19,0.67,,,,,Confirmed planets
K2-16 c,0,,0.227,19.07863,0.1229,,,,,87.83,485.0,,transit,2015.0,16/07/07,11 40 23.3403,+04 33 26.4165,338.19,0.67,,,,,Confirmed planets
K2-16 d,0,,0.092,2.71578,,,,,,,,,transit,2019.0,19/06/13,11 40 23.3403,+04 33 26.4165,338.19,0.67,,,,,Confirmed planets
Kepler-48 b,0,0.015079,0.195019,4.7779803,,,,,,,,,transit,2012.0,12/08/19,19 56 33.4161,+40 56 56.4960,313.14,0.89,0.89,,5190.0,,Confirmed planets
Kepler-48 c,0,0.033219,0.286149,9.6739283,,,,,,,,,transit,2012.0,12/08/19,19 56 33.4161,+40 56 56.4960,313.14,0.89,0.89,,5190.0,,Confirmed planets
Kepler-48 d,0,0.024945,0.185906,42.8961,,,,,,,,,transit,2014.0,14/02/24,19 56 33.4161,+40 56 56.4960,313.14,0.89,0.89,,5190.0,,Confirmed planets
Kepler-48 e,0,2.066725,,982.0,,,,,,,,,RV,2014.0,14/02/24,19 56 33.4161,+40 56 56.4960,313.14,0.89,0.89,,5190.0,,Confirmed planets
Kepler-374 c,0,,0.10024,3.282807,,,,,,,,,transit,2014.0,14/02/26,19 36 33.1029,+42 22 13.7215,950.89,1.03,0.911,,5977.0,,Confirmed planets
Kepler-374 d,0,,0.11938,5.028219,,,,,,,,,transit,2014.0,14/02/26,19 36 33.1029,+42 22 13.7215,950.89,1.03,0.911,,5977.0,,Confirmed planets
Kepler-374 b,0,,0.09386,1.897806,,,,,,,,,transit,2014.0,14/02/26,19 36 33.1029,+42 22 13.7215,950.89,1.03,0.911,,5977.0,,Confirmed planets
HAT-P-11 b,0,0.07362,0.389,4.887802443,0.05254,0.218,19.0,,,89.05,,,transit,2009.0,18/08/29,19 50 50.2474562793,+48 04 51.097364378,37.89,0.809,0.683,0.31,4780.0,6.5,Confirmed planets
HAT-P-11 c,0,1.595,,3407.0,4.13,0.601,143.7,,,,,,RV,2018.0,18/08/29,19 50 50.2474562793,+48 04 51.097364378,37.89,0.809,0.683,0.31,4780.0,6.5,Confirmed planets
HD 12484 b,0,2.98,,58.83,0.297,0.07,-35.0,,,,,,RV,2016.0,17/12/09,02 02 26.7304,+02 48 57.0757,48.7,1.01,,0.05,5920.0,,Confirmed planets
Kepler-134 b,0,,0.18226,5.317429,,,,,,,,,transit,2014.0,14/02/26,18 58 57.3671,+49 35 54.1808,414.47,1.01,1.176,,5983.0,,Confirmed planets
Kepler-134 c,0,,0.11482,10.105785,,,,,,,,,transit,2014.0,14/02/26,18 58 57.3671,+49 35 54.1808,414.47,1.01,1.176,,5983.0,,Confirmed planets
HD 4313 b,0,2.3,,356.0,1.19,0.041,,,,,450.4,,RV,2010.0,10/03/19,00 45 40.3575,+07 50 42.0722,137.0,1.72,4.9,0.14,5035.0,,Confirmed planets
Kepler-808 b,0,,0.13,0.63133235,,,,,,,,,transit,2016.0,16/05/10,19 26 22.5835,+48 26 44.0360,343.23,0.76,0.71,0.05,4653.0,,Confirmed planets
HIP 48714 b,0,0.07205,,17.818,0.112,0.5,202.0,,,,,,RV,2020.0,20/09/03,09 56 08.6712,+62 47 18.4676,10.53,0.58,,,,,Confirmed planets
Kepler-1399 b,0,,0.112,1.63865306,,,,,,,,,transit,2016.0,16/05/10,19 33 14.8070,+46 02 30.0811,1441.96,0.97,0.96,-0.03,5735.0,,Confirmed planets
OGLE-2005-BLG-169L b,0,0.0444,,,,,,,,,,,microlensing,2006.0,18/09/18,18 06 05.32,-30 43 57.6,4100.0,0.69,,,,,Confirmed planets
Kepler-274 b,0,,0.14034,11.634788,,,,,,,,,transit,2014.0,14/02/26,19 31 41.4652,+38 28 38.1271,1253.43,,1.007,,6023.0,,Confirmed planets
Kepler-274 c,0,,0.16768,33.197861,,,,,,,,,transit,2014.0,14/02/26,19 31 41.4652,+38 28 38.1271,1253.43,,1.007,,6023.0,,Confirmed planets
HD 118203 b,0,2.13,,6.1335,0.07,0.309,,,,,1408.2,,RV,2005.0,10/12/23,13 34 02.5394,+53 43 42.6983,88.6,1.23,,0.1,5600.0,,Confirmed planets
NGTS-17 b,0,0.764,1.24,3.24253,0.0391,0.0,,,,,1457.0,,transit,2021.0,21/03/19,04 51 36.00,-34 13 34.00,1047.0,1.025,1.337,0.15,5650.0,,Confirmed planets
Kepler-370 c,0,,0.17406,19.02293,,,,,,,,,transit,2014.0,14/02/26,19 28 41.0720,+40 54 58.6665,1139.98,,0.9,,5852.0,,Confirmed planets
Kepler-370 b,0,,0.1449,4.57953,,,,,,,,,transit,2014.0,14/02/26,19 28 41.0720,+40 54 58.6665,1139.98,,0.9,,5852.0,,Confirmed planets
LHS 1678 b,0,0.00019,0.06209,0.8602322,0.01251,0.041,5.7,,,87.55,,,transit,2021.0,21/10/26,04 32 42.6348,-39 47 12.1473,19.89,0.345,0.329,,3490.0,,Confirmed planets
LHS 1678 c,0,0.00123,0.08761,3.694237,0.0331,0.034,359.4,,,89.09,,,transit,2021.0,21/10/26,04 32 42.6348,-39 47 12.1473,19.89,0.345,0.329,,3490.0,,Confirmed planets
K2-172 c,0,,0.2864,29.6268,,,,,,89.5,,,transit,2018.0,18/07/24,22 21 14.0088,-12 33 24.8473,272.2,0.934,0.869,-0.06,,,Confirmed planets
K2-172 b,0,,0.149,14.3169,,,,,,88.9,,,transit,2018.0,18/07/24,22 21 14.0088,-12 33 24.8473,272.2,0.934,0.869,-0.06,,,Confirmed planets
HD 2638 b,2,0.48,,3.4442,0.044,0.0,,,,,978.2,,RV,2005.0,10/12/24,00 29 16.10949,-05 54 37.7582,53.71,0.87,,0.16,5192.0,,"Confirmed planets, Planets in binary systems, S-type"
HD 127506 b,0,0.08375,0.498,65.78395386,0.287149,0.239894,56.1466,,,,,,RV,2022.0,22/09/27,14 30 44,+35 27 17,22.5279,0.73,0.74,-0.08,4595.32,,Confirmed planets
Kepler-1212 b,0,,0.191,12.94130146,,,,,,,,,transit,2016.0,16/05/10,19 47 24.8300,+50 02 14.4218,1367.8,1.1,1.15,0.03,6051.0,,Confirmed planets
WASP-91 b,0,1.34,1.03,1.798581,0.037,0.0,,,,86.8,,,transit,2017.0,17/01/17,23 51 22.8514,-70 50 50,150.593,0.84,0.86,0.19,4920.0,,Confirmed planets
K2-57 b,0,,0.187,9.0063,0.0746,,,,,,,,transit,2016.0,16/07/18,22 50 46.0119,-14 04 11.6108,266.23,0.68,0.62,,4434.0,,Confirmed planets
HD 95338 b,0,0.13353,0.347,55.087,0.262,0.197,23.42,,,89.57,385.0,,RV,2020.0,20/07/23,10 59 26.3037,-56 37 22.9472,36.97,0.83,0.87,0.04,5212.0,,Confirmed planets
HD 158996 b,0,14.0,,820.2,2.1,0.13,168.0,,,,,,RV,2018.0,18/04/12,17 19 37.1137,+80 08 11.0396,285.91,1.8,50.3,-0.2,4069.0,,Confirmed planets
Kepler-1504 b,0,,0.19,82.304003,,,,,,,,,transit,2016.0,16/05/10,19 18 50.8810,+50 07 41.6103,,0.85,0.81,-0.17,5393.0,,Confirmed planets
CoRoT-9 b,0,0.84,1.05,95.2738,0.407,0.11,,,,89.9,376.6,,transit,2010.0,10/03/17,18 43 08.8101,+06 12 14.9129,460.0,0.99,0.94,-0.01,5625.0,,Confirmed planets
Kepler-1919 b,0,0.0232,0.234,37.88660049,0.2107,0.0,,,,89.97,479.0,,transit,2021.0,22/02/01,18 52 32,+43 57 22,1177.53,0.87,0.82,-0.16,5513.0,,Confirmed planets
HD 65216 b,0,1.21,,613.1,1.37,0.41,,,,,193.9,,RV,2003.0,10/12/30,07 53 41.3193,-63 38 50.3532,34.3,0.92,,-0.12,5666.0,,Confirmed planets
HD 65216 c,0,2.24,,5542.0,,0.15,,,,,,,RV,2011.0,11/09/13,07 53 41.3193,-63 38 50.3532,34.3,0.92,,-0.12,5666.0,,Confirmed planets
HD 5278 b,0,0.0245,0.2186,14.33902,0.12,0.08,134.5,,,89.27,943.0,,transit,2021.0,21/02/19,00 50 09.9047,-83 44 38.0338,56.12,1.126,1.194,-0.12,6203.0,,Confirmed planets
HD 5278 c,0,,,40.87,0.2416,0.07,8.0,,,,,,RV,2021.0,21/02/19,00 50 09.9047,-83 44 38.0338,56.12,1.126,1.194,-0.12,6203.0,,Confirmed planets
HD 134060 b,0,0.0351,,3.27,0.0444,0.4,,,,,1336.0,,RV,2011.0,11/09/12,15 10 44.7429,-61 25 20.3615,24.2,,,,5940.0,,Confirmed planets
HD 134060 c,0,0.1507,,1160.9,2.2263,0.75,,,,,182.8,,RV,2011.0,11/09/12,15 10 44.7429,-61 25 20.3615,24.2,,,,5940.0,,Confirmed planets
K2-397 b,0,0.0202,0.216,3.572326,,,,,,,,,transit,2022.0,22/03/01,05 19 48,+21 15 33,199.354,0.94,0.97,0.11,5387.0,,Confirmed planets
Kepler-1681 b,0,,0.228,69.8956,,,,,,,,,transit,2020.0,20/09/03,19 46 47,+46 22 18,652.25,,0.89,,5173.08,,Confirmed planets
Kepler-1207 b,0,,0.145,13.68237119,,,,,,,,,transit,2016.0,16/05/10,19 40 15.4099,+49 21 32.3369,1847.75,1.06,1.06,0.05,5909.0,,Confirmed planets
KMT-2021-BLG-0712 b,0,0.12016,,,2.22,,,,,,,,microlensing,2022.0,22/07/18,17 57 09.00,-31 11 04.00,3090.0,0.22,,,,,Confirmed planets
Kepler-1087 b,0,,0.054,0.69384285,,,,,,,,,transit,2016.0,16/05/10,19 39 54.9207,+46 00 20.3486,366.421,0.96,0.94,0.01,5589.0,,Confirmed planets
MOA-2014-BLG-472 b,0,1.9,,,0.96,,,,,,,,microlensing,2021.0,21/07/09,18 00 19.00,-28 08 56.00,7200.0,0.31,,,,,Confirmed planets
TOI-620 b,0,0.0485,0.3354,5.0988179,0.04825,0.19,336.6,,,87.47,604.0,,transit,2022.0,22/04/08,09 48 42.00,-12 00 56.00,33.022,0.577,0.55,0.35,3708.0,,Confirmed planets
